"","concat","lineage","treatment","id","round","census","size","nsize","sex","survival","reproduction","fecundity"
"335","6.4.1","6","h","4","1","1","0.143169935617793","0.212243848702063","f","1","0",NA
"336","13.11.1","13","h","11","1","1","0.151670794110209","0.215263072068788","f","1","0",NA
"337","13.16.1","13","h","16","1","1","0.138918874763378","0.201168927843611","f","1","0",NA
"338","13.18.1","13","h","18","1","1","0.135368229939222","0.192118363710374","f","1","0",NA
"339","7.21.1","7","l","21","1","1","0.128814111765346","0.174797559997942","f","1","0",NA
"340","7.22.1","7","l","22","1","1","0.125356069765005","0.166420546856401","f","1","0",NA
"341","10.32.1","10","l","32","1","1","0.149115420321863","0.202894263449803","","1","0",NA
"342","12.23.1","12","h","23","1","1","0.160330542552337","0.221055341042893","f","1","0",NA
"343","12.25.1","12","h","25","1","1","0.136095649801707","0.193957695371122","f","1","0",NA
"344","12.26.1","12","h","26","1","1","0.135276333541616","0.191886542998758","f","1","0",NA
"345","20.30.1","20","l","30","1","1","0.153830031549099","0.202079290043593","f","1","0",NA
"346","20.31.1","20","l","31","1","1","0.133482786196719","0.186397360069161","f","1","0",NA
"347","14.18.1","14","l","18","1","1","0.155967193306043","0.208399342847119","f","1","0",NA
"348","14.19.1","14","l","19","1","1","0.132907655880604","0.184950458738203","","1","0",NA
"349","14.21.1","14","l","21","1","1","0.132907655880604","0.184950458738203","","1","0",NA
"350","14.22.1","14","l","22","1","1","0.140559578230903","0.193472270676468","","1","0",NA
"351","19.10.1","19","l","10","1","1","0.116274849091708","0.145299880179569","","1","0",NA
"352","19.11.1","19","l","11","1","1","0.153056637090246","0.204772202439174","f","1","0",NA
"353","19.13.1","19","l","13","1","1","0.125639465103765",NA,"","0","0",NA
"354","19.14.1","19","l","14","1","1","0.132907655880604","0.184950458738203","","1","0",NA
"355","19.15.1","19","l","15","1","1","0.153114211634586","0.207261421283479","","1","0",NA
"356","19.16.1","19","l","16","1","1","0.132907655880604",NA,"","0","0",NA
"357","2.17.1","2","l","17","1","1","0.144615133434452",NA,"","0","0",NA
"358","2.18.1","2","l","18","1","1","0.132907655880604","0.184950458738203","","1","0",NA
"359","2.19.1","2","l","19","1","1","0.143835286508148","0.192865243181984","f","1","0",NA
"360","6.6.1","6","h","6","1","1","0.137335046949682","0.197109245484719","","1","0",NA
"361","6.8.1","6","h","8","1","1","0.137335046949682","0.197109245484719","","1","0",NA
"362","20.32.1","20","l","32","1","1","0.126254098866062","0.177462391836608","","1","0",NA
"363","15.25.1","15","h","25","1","1","0.177022209696781","0.232053333349679","f","1","0",NA
"364","20.34.1","20","l","34","1","1","0.143901471953874","0.197165451482398","","1","0",NA
"365","19.19.1","19","l","19","1","1","0.145565355366149","0.198997975521294","","1","0",NA
"366","19.20.1","19","l","20","1","1","0.132907655880604","0.184950458738203","","1","0",NA
"367","7.27.1","7","l","27","1","1","0.132478406106433","0.183873838414978","f","1","0",NA
"368","15.30.1","15","h","30","1","1","0.14391734827329","0.214217819343515","f","1","0",NA
"369","15.31.1","15","h","31","1","1","0.13627539350579","0.194413371000105","f","1","0",NA
"370","15.32.1","15","h","32","1","1","0.135230303210404","0.191770471490829","f","1","0",NA
"371","6.14.1","6","h","14","1","1","0.138666588902805","0.200519842293397","f","1","0",NA
"372","6.15.1","6","h","15","1","1","0.146123580767095","0.203266035839438","f","1","0",NA
"373","8.16.1","8","l","16","1","1","0.132907655880604","0.184950458738203","","1","0",NA
"374","8.17.1","8","l","17","1","1","0.142619404861636","0.186927237897576","f","1","0",NA
"375","11.28.1","11","h","28","1","1","0.155794442850164","0.217427787483251","","1","0",NA
"376","10.37.1","10","l","37","1","1","0.131366269990047","0.181097486665828","f","1","0",NA
"377","1.8.1","1","h","8","1","1","0.134061284538448","0.18883294517686","f","1","0",NA
"378","1.12.1","1","h","12","1","1","0.138624384562995","0.200411347840975","f","1","0",NA
"379","1.19.1","1","h","19","1","1","0.183650054109043","0.247109902623349","","1","0",NA
"380","5.5.1","5","h","5","1","1","0.141144986216469","0.201350195199519","","1","0",NA
"381","5.13.1","5","h","13","1","1","0.142003987396933","0.202302841821982","","1","0",NA
"382","5.16.1","5","h","16","1","1","0.137335046949682","0.197109245484719","","1","0",NA
"383","5.18.1","5","h","18","1","1","0.137335046949682","0.197109245484719","","1","0",NA
"384","19.4.2","19","l","4","2","1","0.134250645743329","0.188336958855661","f","1","0",NA
"385","19.6.2","19","l","6","2","1","0.130910337830368","0.1799647376999","f","1","0",NA
"386","19.7.2","19","l","7","2","1","0.143532648445909","0.189842971795138","f","1","0",NA
"387","19.15.2","19","l","15","2","1","0.146922768459906","0.195532983226862","f","1","0",NA
"388","19.16.2","19","l","16","2","1","0.131890078914578","0.182402783919975","f","1","0",NA
"389","19.17.2","19","l","17","2","1","0.146834131573663","0.202469482849463","f","1","0",NA
"390","19.18.2","19","l","18","2","1","0.134696010287667","0.18946604203591","f","1","0",NA
"391","19.20.2","19","l","20","2","1","0.131290733327478","0.18090959920744","f","1","0",NA
"392","4.8.2","4","h","8","2","1","0.138834957834425","0.200952923003092","f","1","0",NA
"393","4.9.2","4","h","9","2","1","0.149065731569066","0.210086803085314","","1","0",NA
"394","4.13.2","4","h","13","2","1","0.146277057704562","0.207022927792125","","1","0",NA
"395","4.14.2","4","h","14","2","1","0.148581821190861","0.209556056850334","","1","0",NA
"396","4.15.2","4","h","15","2","1","0.137335046949682","0.197109245484719","","1","0",NA
"397","8.3.2","8","l","3","2","1","0.130174779352347","0.178143950075518","f","1","0",NA
"398","8.7.2","8","l","7","2","1","0.132907655880604","0.184950458738203","","1","0",NA
"399","8.9.2","8","l","9","2","1","0.130901983051427","0.182701102101967","","1","0",NA
"400","8.10.2","8","l","10","2","1","0.13463032386311","0.185498504904653","f","1","0",NA
"401","8.11.2","8","l","11","2","1","0.132907655880604","0.184950458738203","","1","0",NA
"402","8.13.2","8","l","13","2","1","0.130901983051427","0.182701102101967","f","1","0",NA
"403","8.14.2","8","l","14","2","1","0.151053815231986","0.211025128230808","f","1","0",NA
"404","8.15.2","8","l","15","2","1","0.132907655880604","0.184950458738203","","1","0",NA
"405","17.2.2","17","h","2","2","1","0.151925820317449","0.221449681951634","f","1","0",NA
"406","17.3.2","17","h","3","2","1","0.141239144156683","0.207181541123753","f","1","0",NA
"407","17.5.2","17","h","5","2","1","0.145197285145789","0.203637051773793","f","1","0",NA
"408","17.6.2","17","h","6","2","1","0.156366548589246","0.219353911651934","f","1","0",NA
"409","17.8.2","17","h","8","2","1","0.137942910869611","0.19866304544351","f","1","0",NA
"410","17.15.2","17","h","15","2","1","0.136230535425121","0.194299605630994","f","1","0",NA
"411","10.2.1","10","l","2","1","2","0.191434580639094","0.242014833798787","f","1","0",NA
"412","10.4.1","10","l","4","1","2","0.216517331434516","0.266396585376665","f","1","0",NA
"413","10.5.1","10","l","5","1","2","0.226445084733531","0.283213321496169","f","1","0",NA
"414","20.2.1","20","l","2","1","2","0.18028819798523","0.227403142831132","f","1","0",NA
"415","20.4.1","20","l","4","1","2","0.16715366855627","0.222422627987057","","1","0",NA
"416","10.17.1","10","l","17","1","2","0.195850812638455","0.252668977925829","","1","0",NA
"417","12.3.1","12","h","3","1","2","0.224394807847695","0.294556301244412","f","1","0",NA
"418","12.4.1","12","h","4","1","2","0.197904951862976","0.252894795777817","f","1","0",NA
"419","15.1.1","15","h","1","1","2","0.211013456353316","0.278480292251691","f","1","0",NA
"420","15.5.1","15","h","5","1","2","0.225020055866502","0.28780749819371","f","1","0",NA
"421","15.6.1","15","h","6","1","2","0.19399891723447","0.244510200599669","f","1","0",NA
"422","20.10.1","20","l","10","1","2","0.188629495958846","0.242370993814289","f","1","0",NA
"423","18.2.1","18","h","2","1","2","0.210532519653069","0.266439147091218","f","1","0",NA
"424","18.3.1","18","h","3","1","2",NA,NA,"",NA,NA,NA
"425","18.4.1","18","h","4","1","2",NA,NA,"",NA,NA,NA
"426","15.9.1","15","h","9","1","2","0.206218784696516","0.270426520561454","","1","0",NA
"427","15.12.1","15","h","12","1","2","0.211145680700293","0.275439503965432","","1","0",NA
"428","20.18.1","20","l","18","1","2","0.193207006840217","0.249920572880988","","1","0",NA
"429","7.8.1","7","l","8","1","2","0.197427806781311","0.25430491155595","","1","0",NA
"430","11.1.1","11","h","1","1","2","0.196704156941806","0.256587068223443","f","1","0",NA
"431","14.2.1","14","l","2","1","2","0.1967467916232","0.247404737868749","f","1","0",NA
"432","12.5.1","12","h","5","1","2","0.191731962590414","0.245812921220857","f","1","0",NA
"433","12.6.1","12","h","6","1","2","0.201872782800607","0.260918397823968","f","1","0",NA
"434","11.7.1","11","h","7","1","2","0.208030720984218","0.272621863641423","f","1","0",NA
"435","11.8.1","11","h","8","1","2","0.197109245484719","0.261086974396607","","1","0",NA
"436","11.9.1","11","h","9","1","2","0.199867520017395","0.265995778246813","f","1","0",NA
"437","11.10.1","11","h","10","1","2","0.210245371291451","0.27177736283779","f","1","0",NA
"438","11.11.1","11","h","11","1","2","0.198111838681885","0.262868566930661","f","1","0",NA
"439","11.12.1","11","h","12","1","2","0.203309705882049","0.272154111892535","f","1","0",NA
"440","11.13.1","11","h","13","1","2","0.220267776370513","0.284653131829365","","1","0",NA
"441","11.14.1","11","h","14","1","2","0.197109245484719","0.261086974396607","","1","0",NA
"442","11.16.1","11","h","16","1","2","0.217379301372464","0.279294709988866","f","1","0",NA
"443","11.17.1","11","h","17","1","2","0.195883130225732","0.258912376860013","f","1","0",NA
"444","11.18.1","11","h","18","1","2","0.203309705882049","0.272154111892535","f","1","0",NA
"445","9.4.1","9","l","4","1","2","0.178987425958055","0.235009128041655","","1","0",NA
"446","12.9.1","12","h","9","1","2","0.192254277934584","0.247626407626886","f","1","0",NA
"447","12.11.1","12","h","11","1","2","0.205964248273308","0.268609604691669","f","1","0",NA
"448","12.12.1","12","h","12","1","2","0.184386756281614","0.247880703484292","","1","0",NA
"449","10.20.1","10","l","20","1","2","0.199879597929444","0.258701045228334","f","1","0",NA
"450","10.22.1","10","l","22","1","2","0.204797553291492","0.267486865240974","f","1","0",NA
"451","15.13.1","15","h","13","1","2","0.202913603651841","0.258528382032789","f","1","0",NA
"452","15.14.1","15","h","14","1","2","0.21454402269635","0.273001685064454","f","1","0",NA
"453","15.15.1","15","h","15","1","2","0.21459034131759","0.276136781414375","f","1","0",NA
"454","16.5.1","16","l","5","1","2","0.188902143025883","0.244636941241323","f","1","0",NA
"455","16.8.1","16","l","8","1","2","0.177366972792844","0.2279456083339","f","1","0",NA
"456","16.9.1","16","l","9","1","2","0.214347434765907","0.271701219399097","","1","0",NA
"457","18.13.1","18","h","13","1","2","0.222171518993194","0.29253790406463","f","1","0",NA
"458","18.14.1","18","h","14","1","2","0.182737733879869","0.235892948699801","f","1","0",NA
"459","18.15.1","18","h","15","1","2","0.197204499856104","0.253867311223871","f","1","0",NA
"460","18.17.1","18","h","17","1","2","0.21664903978529","0.281008420761574","f","1","0",NA
"461","18.18.1","18","h","18","1","2","0.199321414507738","0.265022051741481","f","1","0",NA
"462","18.21.1","18","h","21","1","2","0.210086803085314","0.274364335904078","","1","0",NA
"463","18.22.1","18","h","22","1","2","0.192315074729186","0.252610592827293","f","1","0",NA
"464","18.24.1","18","h","24","1","2","0.18643147470082","0.24230605008509","f","1","0",NA
"465","18.27.1","18","h","27","1","2","0.179141049972659","0.242377100887993","","1","0",NA
"466","18.28.1","18","h","28","1","2","0.204997775247444","0.275187229655778","f","1","0",NA
"467","13.1.1","13","h","1","1","2","0.217975445097459","0.278960080325058","f","1","0",NA
"468","13.8.1","13","h","8","1","2","0.180974166530711","0.23284650346459","f","1","0",NA
"469","9.11.1","9","l","11","1","2","0.18268026706308","0.237273860432015","f","1","0",NA
"470","9.12.1","9","l","12","1","2","0.196377242777922","0.253215368184187","","1","0",NA
"471","9.13.1","9","l","13","1","2","0.18268026706308","0.237273860432015","f","1","0",NA
"472","9.14.1","9","l","14","1","2","0.164262680341654","0.208421267761316","f","1","0",NA
"473","8.8.1","8","l","8","1","2","0.197427806781311","0.25430491155595","","1","0",NA
"474","12.13.1","12","h","13","1","2","0.200667929337886","0.264746685631858","","1","0",NA
"475","12.15.1","12","h","15","1","2","0.209024432205646","0.273284410810866","","1","0",NA
"476","12.16.1","12","h","16","1","2","0.197109245484719","0.261086974396607","","1","0",NA
"477","12.17.1","12","h","17","1","2","0.212559665516174","0.273369439704071","f","1","0",NA
"478","15.16.1","15","h","16","1","2","0.204604327107352","0.268778090349107","","1","0",NA
"479","15.17.1","15","h","17","1","2","0.188117433711476","0.245247684289488","f","1","0",NA
"480","15.20.1","15","h","20","1","2","0.188684882349595","0.252364248442204","","1","0",NA
"481","15.21.1","15","h","21","1","2","0.197109245484719","0.261086974396607","","1","0",NA
"482","10.25.1","10","l","25","1","2","0.194663518637835","0.251435612005646","","1","0",NA
"483","10.26.1","10","l","26","1","2","0.184950458738203","0.241289457734186","","1","0",NA
"484","20.19.1","20","l","19","1","2","0.195755904046219","0.251198268409768","f","1","0",NA
"485","20.20.1","20","l","20","1","2","0.179869749029448","0.232327281735089","f","1","0",NA
"486","20.22.1","20","l","22","1","2","0.181752288561248","0.235637554723513","f","1","0",NA
"487","11.20.1","11","h","20","1","2","0.195319843851053","0.257914901154138","f","1","0",NA
"488","11.21.1","11","h","21","1","2","0.210616676016809","0.27490251078094","","1","0",NA
"489","11.22.1","11","h","22","1","2","0.193500372835863","0.254699651136473","f","1","0",NA
"490","11.23.1","11","h","23","1","2","0.212020152562486","0.2741041818779","f","1","0",NA
"491","11.26.1","11","h","26","1","2","0.191538004846536","0.251243401417217","f","1","0",NA
"492","7.14.1","7","l","14","1","2","0.177561803187555","0.228285911070966","f","1","0",NA
"493","7.15.1","7","l","15","1","2","0.202247724386053","0.259289267977513","","1","0",NA
"494","7.16.1","7","l","16","1","2","0.184950458738203","0.241289457734186","","1","0",NA
"495","16.13.1","16","l","13","1","2","0.192904288287267","0.244104038391115","f","1","0",NA
"496","16.15.1","16","l","15","1","2","0.197165451482398","0.254032928302307","","1","0",NA
"497","16.18.1","16","l","18","1","2","0.177366972792844","0.2279456083339","f","1","0",NA
"498","16.19.1","16","l","19","1","2","0.202208495377618","0.254601849347535","f","1","0",NA
"499","16.20.1","16","l","20","1","2","0.175992011110058","0.225547833992676","f","1","0",NA
"500","14.5.1","14","l","5","1","2","0.185672383905453","0.235698550425924","f","1","0",NA
"501","14.7.1","14","l","7","1","2","0.181511714659268","0.22803757370848","f","1","0",NA
"502","14.9.1","14","l","9","1","2","0.193336785551369","0.251204134419585","f","1","0",NA
"503","14.10.1","14","l","10","1","2","0.20751674977299","0.264711598068815","","1","0",NA
"504","14.12.1","14","l","12","1","2","0.202506474796436","0.259556185597885","","1","0",NA
"505","14.13.1","14","l","13","1","2","0.180092113621484","0.236175642419093","","1","0",NA
"506","19.1.1","19","l","1","1","2","0.216336646055735","0.281951224362001","f","1","0",NA
"507","19.2.1","19","l","2","1","2","0.184950458738203","0.241289457734186","","1","0",NA
"508","19.4.1","19","l","4","1","2","0.184872777039103","0.241151757837669","f","1","0",NA
"509","2.1.1","2","l","1","1","2","0.185568468405735","0.235519320301411","f","1","0",NA
"510","2.4.1","2","l","4","1","2","0.162384791764431","0.202185896873277","f","1","0",NA
"511","2.5.1","2","l","5","1","2","0.169868578320384","0.224287737729764","f","1","0",NA
"512","2.6.1","2","l","6","1","2","0.194688201146261","0.258713316504103","f","1","0",NA
"513","2.9.1","2","l","9","1","2","0.163107141079097",NA,"","0","0",NA
"514","2.10.1","2","l","10","1","2","0.184950458738203","0.241289457734186","","1","0",NA
"515","2.11.1","2","l","11","1","2","0.172702764945853","0.228345648589144","","1","0",NA
"516","2.12.1","2","l","12","1","2","0.17765907124176","0.228455855589631","f","1","0",NA
"517","2.13.1","2","l","13","1","2","0.196377242777922","0.253215368184187","","1","0",NA
"518","2.14.1","2","l","14","1","2","0.184950458738203","0.241289457734186","","1","0",NA
"519","2.16.1","2","l","16","1","2","0.184950458738203","0.241289457734186","","1","0",NA
